 x y d S f a list1 list2 O C
387 62.42688415239253 -56.95173458369602 0 60 1 1 1 0 0 9000
388 96.80769222895611 63.71396016447897 0 53 1 1 1 0 0 9000
389 -19.210530155079034 -8.79506917462712 0 24 1 1 1 0 0 9000
390 -69.78559768300028 -132.95288730246497 0 66 1 1 1 0 0 9000
391 52.93314984290707 61.148382705592084 0 4 1 1 1 0 0 9000
392 -131.8952864293219 -51.982280741983125 0 35 1 1 1 0 0 9000
393 122.92184395929115 74.86884668912683 0 81 1 1 1 0 0 9000
394 -93.73299586759516 48.69593770154855 0 11 1 1 1 0 0 9000
395 -62.6374758884461 -136.47230331907244 0 87 1 1 1 0 0 9000
396 -7.264450831800686 -0.47468217476531555 0 14 1 1 1 0 0 9000
397 9.293391694485901 -150.1698197650106 0 13 1 1 1 0 0 9000
398 -10.263780240888556 -70.60253465871227 0 15 1 1 1 0 0 9000
399 94.78609604571194 -2.7869732476964346 0 1 1 1 1 0 0 9000
400 -137.90621393589421 -30.908893317653327 0 89 1 1 1 0 0 9000
401 -113.77696238047594 64.16912805243498 0 61 1 1 1 0 0 9000
402 108.2181115136862 54.49881923956623 0 45 1 1 1 0 0 9000
403 -49.98416769326008 -63.57917902724969 0 86 1 1 1 0 0 9000
404 -125.50060638534724 -30.412355110281997 0 47 1 1 1 0 0 9000
405 147.84425389353797 -21.82518934147346 0 23 1 1 1 0 0 9000
406 104.3959198528184 75.413209520927 0 93 1 1 1 0 0 9000
407 -17.357201718616803 138.57806322875555 0 83 1 1 1 0 0 9000
408 -73.12215761447774 -90.76598567689122 0 75 1 1 1 0 0 9000
409 94.8553532587986 112.34448001923472 0 69 1 1 1 0 0 9000
410 26.411918872477955 147.41420943175922 0 21 1 1 1 0 0 9000
411 20.414702865489133 -102.04164108114273 0 38 1 1 1 0 0 9000
412 -99.64727548204125 -49.69150706314285 0 66 1 1 1 0 0 9000
413 8.429368126439035 -111.66025543595197 0 80 1 1 1 0 0 9000
414 -7.192639794013196 -2.6790865366171204 0 58 1 1 1 0 0 9000
415 -18.40516417415096 10.362437536013575 0 48 1 1 1 0 0 9000
416 94.21471569724002 -105.91667114674813 0 79 1 1 1 0 0 9000
417 134.91719177764986 7.426023922691578 0 16 1 1 1 0 0 9000
418 19.573800243240765 86.67253386300898 0 77 1 1 1 0 0 9000
419 130.4194376918495 74.94778824499373 0 12 1 1 1 0 0 9000
420 65.98491663539936 -118.15168390799418 0 99 1 1 1 0 0 9000
421 -74.2201234936504 18.164114130232434 0 80 1 1 1 0 0 9000
422 95.09525094849624 80.8996905274488 0 20 1 1 1 0 0 9000
423 -11.109857984435997 -149.9367141329263 0 52 1 1 1 0 0 9000
424 87.22808221601471 26.02746772392643 0 37 1 1 1 0 0 9000
425 -137.6271116552661 -59.97985238654651 0 84 1 1 1 0 0 9000
426 -97.96783520047651 -4.898354988777382 0 42 1 1 1 0 0 9000
427 -17.92017736914072 147.18287894094271 0 54 1 1 1 0 0 9000
428 1.785498644037141 -7.328577504004684 0 92 1 1 1 0 0 9000
429 20.714476397351195 -4.147536371251177 0 6 1 1 1 0 0 9000
430 -142.00572166623834 45.314806712753224 0 73 1 1 1 0 0 9000
431 1.666844500463562 83.91427908013932 0 58 1 1 1 0 0 9000
432 71.4387734527276 -132.12018812545517 0 85 1 1 1 0 0 9000
433 -29.880683467158363 -97.41272290192462 0 76 1 1 1 0 0 9000
434 -149.62989458589547 5.870626329201866 0 66 1 1 1 0 0 9000
435 -120.24471898165373 -89.6317014727197 0 8 1 1 1 0 0 9000
436 -4.788966594076432 -111.58336993956817 0 61 1 1 1 0 0 9000
437 -70.35250380132764 1.0988872806965866 0 41 1 1 1 0 0 9000
438 -44.07110775445877 -143.77419665308574 0 87 1 1 1 0 0 9000
439 -147.31270228105797 27.65991422189141 0 15 1 1 1 0 0 9000
440 126.96829761175535 -40.816337237905074 0 57 1 1 1 0 0 9000
441 -21.18812092866476 -133.8450472425016 0 62 1 1 1 0 0 9000
442 -102.63076017658445 7.65706363099235 0 70 1 1 1 0 0 9000
443 69.95937185481034 33.41806461882649 0 67 1 1 1 0 0 9000
444 60.20554876582745 131.46720632676892 0 21 1 1 1 0 0 9000
445 104.34149902429004 -108.03556621844403 0 69 1 1 1 0 0 9000
446 -5.6647668520638925 -84.57422897424424 0 34 1 1 1 0 0 9000
447 149.42601503057793 17.275260214877722 0 60 1 1 1 0 0 9000
448 93.65828630752928 -115.91257194617714 0 52 1 1 1 0 0 9000
449 -110.92282440987636 101.584654937142 0 12 1 1 1 0 0 9000
450 122.65751516407506 54.79616242395374 0 91 1 1 1 0 0 9000
451 132.96446799319747 -70.00027196854319 0 18 1 1 1 0 0 9000
452 -138.38518179751475 -11.737838137642424 0 41 1 1 1 0 0 9000
453 -115.14941760397267 16.24798489871025 0 74 1 1 1 0 0 9000
454 117.9253062980312 45.704008476577464 0 54 1 1 1 0 0 9000
455 -54.89644429161695 84.61274253654808 0 4 1 1 1 0 0 9000
456 -70.69468092942904 74.84059869704046 0 4 1 1 1 0 0 9000
457 -132.74519326867818 15.643008375019551 0 73 1 1 1 0 0 9000
458 -106.7076276224358 93.40343763150639 0 79 1 1 1 0 0 9000
459 11.567465524668794 105.55197870870641 0 37 1 1 1 0 0 9000
460 -116.23547857258123 -94.64818879260983 0 28 1 1 1 0 0 9000
461 -93.23903467738222 -104.67504668251738 0 8 1 1 1 0 0 9000
462 1.3826332571789133 -150.35850277528795 0 66 1 1 1 0 0 9000
463 25.002046541842986 -147.7980563461127 0 24 1 1 1 0 0 9000
464 108.84501872022275 -2.3954823022416027 0 20 1 1 1 0 0 9000
465 -84.12035788270802 123.62076021610685 0 45 1 1 1 0 0 9000
466 -149.70823956038427 13.388062717288397 0 55 1 1 1 0 0 9000
467 -38.217244461024514 127.23303853498253 0 61 1 1 1 0 0 9000
468 26.967318409026863 -58.06026575832999 0 42 1 1 1 0 0 9000
469 57.186824628483826 -139.10073159245528 0 45 1 1 1 0 0 9000
470 126.51204345221454 -80.52806546162056 0 64 1 1 1 0 0 9000
471 73.8615565480922 -83.91924852674312 0 23 1 1 1 0 0 9000
472 -20.197631364494995 -86.67990670680295 0 40 1 1 1 0 0 9000
473 -56.226113290108884 -139.0990562277897 0 23 1 1 1 0 0 9000
474 -63.25527350771573 59.05349342953317 0 72 1 1 1 0 0 9000
475 -84.54367205845372 100.97594892398922 0 20 1 1 1 0 0 9000
476 34.45953698400093 -86.9417311186157 0 46 1 1 1 0 0 9000
477 -49.0079247712326 117.82019326251202 0 40 1 1 1 0 0 9000
478 -115.27734260310892 -38.18247016363507 0 52 1 1 1 0 0 9000
479 135.67650774760318 -38.2805079028218 0 14 1 1 1 0 0 9000
480 39.77524543129685 -48.52307614826891 0 98 1 1 1 0 0 9000
481 -15.555257717766024 -14.294677362971264 0 78 1 1 1 0 0 9000
482 110.34207232019395 99.32783172607705 0 85 1 1 1 0 0 9000
483 138.6182741641481 -18.72845600475217 0 45 1 1 1 0 0 9000
484 150.23289219450223 8.398270932688037 0 39 1 1 1 0 0 9000
485 77.01305924194281 -6.012421583105065 0 31 1 1 1 0 0 9000
486 -1.9489396998834678 -4.064921089028032 0 49 1 1 1 0 0 9000
487 -82.04774602195526 88.4898043814245 0 21 1 1 1 0 0 9000
488 -112.23318843953071 29.73723238151879 0 56 1 1 1 0 0 9000
489 -64.71760414413637 -114.3192334496086 0 63 1 1 1 0 0 9000
490 -143.05220409109802 10.981158719178788 0 20 1 1 1 0 0 9000
491 -23.75582262025748 148.140234175256 0 16 1 1 1 0 0 9000
492 12.320083166149981 -135.2972824313387 0 92 1 1 1 0 0 9000
493 148.2932733722782 25.325434425401248 0 89 1 1 1 0 0 9000
494 88.26036935639445 105.3190267174816 0 16 1 1 1 0 0 9000
495 -141.38496072334507 21.264162788990774 0 54 1 1 1 0 0 9000
496 31.66000116901489 -146.5361054181207 0 83 1 1 1 0 0 9000
497 102.12393876515324 -24.087931029430514 0 20 1 1 1 0 0 9000
498 83.6299228129438 -93.13915221998776 0 17 1 1 1 0 0 9000
499 -30.479472150865668 -136.42054428030016 0 57 1 1 1 0 0 9000
500 -111.667747073503 85.13954173880349 0 35 1 1 1 0 0 9000
501 -52.494109689488354 105.3506687735579 0 58 1 1 1 0 0 9000
502 4.181241791322997 20.7108248469719 0 35 1 1 1 0 0 9000
503 -38.214167221394874 68.59642778532849 0 20 1 1 1 0 0 9000
504 149.91544174245593 -7.033735769307579 0 12 1 1 1 0 0 9000
505 -4.168707072827384 -20.709792560834924 0 19 1 1 1 0 0 9000
506 13.551600617538181 -144.66215436333445 0 76 1 1 1 0 0 9000
507 -63.27181708689596 -129.1493939018263 0 47 1 1 1 0 0 9000
508 -30.88551123104413 -124.62189526238244 0 83 1 1 1 0 0 9000
509 99.09141974858669 -112.66518597791114 0 40 1 1 1 0 0 9000
510 39.2941276817048 72.34432216040896 0 11 1 1 1 0 0 9000
511 -120.30679498809103 -56.08467673858313 0 47 1 1 1 0 0 9000
512 -19.060577992449545 -149.2235309016841 0 92 1 1 1 0 0 9000
513 62.47317065067267 100.7851985428823 0 6 1 1 1 0 0 9000
514 -29.06134238193475 -147.3303925611828 0 18 1 1 1 0 0 9000
515 -9.527784947896144 61.34614181010753 0 64 1 1 1 0 0 9000
516 -144.15373087662235 -4.660703137588918 0 20 1 1 1 0 0 9000
517 49.79012633014403 129.6690910349512 0 32 1 1 1 0 0 9000
518 -27.120276635734605 118.57280699759443 0 82 1 1 1 0 0 9000
519 139.0169419209681 32.838698542021675 0 40 1 1 1 0 0 9000
520 138.59383017508227 51.781782553810395 0 82 1 1 1 0 0 9000
521 136.48082631062343 43.85434227152472 0 54 1 1 1 0 0 9000
522 50.859810258551654 96.80513821101489 0 29 1 1 1 0 0 9000
523 133.4566679051662 17.797423103651674 0 71 1 1 1 0 0 9000
524 40.42649404934348 -132.4844260859882 0 56 1 1 1 0 0 9000
525 46.9337716080501 -96.76882863623835 0 56 1 1 1 0 0 9000
526 -69.45445951520416 87.51108971729552 0 42 1 1 1 0 0 9000
527 33.31357419584269 146.6596016722535 0 34 1 1 1 0 0 9000
528 -109.20699612987275 -88.80275125507606 0 70 1 1 1 0 0 9000
529 89.5621759045327 38.26047752205163 0 72 1 1 1 0 0 9000
530 137.75667511479236 -58.10182303965172 0 87 1 1 1 0 0 9000
531 2.433952808289474 -20.98561855633168 0 29 1 1 1 0 0 9000
532 143.1564166418434 46.62103424192759 0 59 1 1 1 0 0 9000
533 -11.07685960433256 -133.36705669615313 0 3 1 1 1 0 0 9000
534 121.51481358637248 65.52728482173367 0 45 1 1 1 0 0 9000
535 57.39770941826426 -45.262679305792034 0 8 1 1 1 0 0 9000
536 86.34316621124495 115.72549132840189 0 26 1 1 1 0 0 9000
537 128.670892020432 -13.289103866847563 0 50 1 1 1 0 0 9000
538 51.15333056940895 83.70289178217722 0 20 1 1 1 0 0 9000
539 -86.20257114397 76.59411285550078 0 49 1 1 1 0 0 9000
540 50.484555568416006 -35.57440833395576 0 28 1 1 1 0 0 9000
541 -22.76628619327947 -109.00749602999439 0 31 1 1 1 0 0 9000
542 6.656802212872472 -4.02860085045064 0 55 1 1 1 0 0 9000
543 -129.26922523204365 -4.194830652248497 0 92 1 1 1 0 0 9000
544 -70.16254397737393 -102.84600143510859 0 83 1 1 1 0 0 9000
545 2.7582156331485046 -97.88729649814731 0 2 1 1 1 0 0 9000
546 43.29736415561548 -60.17492978246847 0 9 1 1 1 0 0 9000
547 -2.4122420847455173 20.987126076153423 0 9 1 1 1 0 0 9000
548 -75.7297575848804 -129.55151420786794 0 55 1 1 1 0 0 9000
549 -125.8763221785364 7.42432347140673 0 11 1 1 1 0 0 9000
550 7.460048786209401 1.0299944109332526 0 59 1 1 1 0 0 9000
551 -63.3028999747089 110.90238794940176 0 52 1 1 1 0 0 9000
552 -125.67062451418278 -83.09757049354653 0 75 1 1 1 0 0 9000
